ID,性别,年级,专业,使用时长,主要使用场景,使用态度,提问能力,信息核实,效率提升,使用ChatGPT_闭卷课程,使用ChatGPT_闭卷成绩,使用ChatGPT_开卷课程,使用ChatGPT_开卷成绩,不使用ChatGPT_闭卷课程,不使用ChatGPT_闭卷成绩,不使用ChatGPT_开卷课程,不使用ChatGPT_开卷成绩,学习渠道_1,学习渠道_2,学习渠道_3,学习渠道_4,学习渠道_5,Q15_知识联系,Q16_减轻负担,Q17_反思方法,Q18_批判审视,Q19_问题解决,Q20_深度思考,Q21_主动查证,Q22_激发创意,Q23_信息素养,Q24_掌控感,Q25_胜任感,Q26_归属感,Q27_兴趣提升,Q28_减轻焦虑,Q29_依赖内疚,Q30_担心落后,Q31_探索乐趣,Q32_弥补漏洞,Q33_个性化,Q34_情感不可替代,Q35_教学方法改革,Q36_融入课堂,Q37_注重过程,Q38_角色转变,Q39_担心关注减少,Q40_利大于弊,Q41_平衡使用,Q42_职业重要,Q43_隐私担忧,Q44_制定规则,Q45_支持课程,Q46_减少讨论,Q47_促进公平,Q48_加剧不平等,Q49_驾驭AI,Q50_未来乐观,Q51_思维不可替代,使用时长_数值,使用态度_数值,提问能力_数值,信息核实_数值,效率提升_数值,认知特质,动机特质,教学特质,综合特质
RESP_6981,男,2023级,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,编程辅助与代码调试,比较积极,比较强,总是会,提升较大,电路原理,83,工业设计,91,电磁场与电磁波,86,质量控制,89,0,1,0,1,1,E,E,E,E,D,D,C,E,C,E,D,D,E,D,E,E,B,E,E,E,D,D,D,D,E,E,C,C,D,E,C,C,D,D,C,C,C,3,4,4,5,4,1.595230819,1.947083234,0.930570684,0.496240176
RESP_6982,女,2023级,数学与统计类,中等使用（8-15小时）,解答课程疑难问题,非常消极,非常弱,很少会,提升较大,理论力学,79,工程伦理,87,电子技术,85,机器人技术基础,87,0,1,1,1,1,B,A,C,C,E,D,C,C,E,B,A,B,B,B,E,C,C,B,C,D,D,C,C,D,C,E,D,D,C,C,D,B,E,D,C,C,D,3,1,1,2,4,1.028125142,-1.108241481,0.038548375,0.322447549
RESP_6983,男,2023级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,搜集和概括文献资料,非常积极,比较强,很少会,提升较大,美学原理,87,文化遗产保护,95,世界历史概论,91,公共演讲,92,0,0,1,0,1,B,C,A,B,B,B,A,B,B,B,C,B,D,A,C,B,A,B,C,C,C,D,B,C,D,C,A,A,B,A,C,B,B,A,A,A,A,3,5,4,2,4,-0.79003374,0.503867511,-0.477428778,-1.499865361
RESP_6984,男,2023级,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,文本润色、翻译与内容总结,非常积极,比较强,有时会,提升非常大,语法理论,80,旅游外语,88,跨文化交际,85,外语国家概况,87,1,1,0,1,1,E,A,A,A,E,E,E,A,E,E,E,E,E,E,E,E,D,D,E,D,D,E,D,E,E,B,E,C,A,C,C,E,C,C,C,D,D,2,5,4,3,5,-0.56904825,2.28560235,1.739023172,0.317655297
RESP_6985,男,2024级,外语类,中等使用（8-15小时）,解答课程疑难问题,比较积极,非常强,从不,一般,热力学与统计物理,86,工业设计,94,电磁场与电磁波,91,智能制造导论,92,1,0,1,0,1,C,C,C,C,B,D,D,B,E,D,D,D,E,E,C,A,D,E,D,E,C,E,D,C,D,D,D,C,D,D,D,C,D,D,D,D,C,3,4,5,1,3,0.244476041,0.331781853,0.698749453,0.875717017
RESP_6986,男,2024级,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,比较积极,一般,有时会,提升较大,高级英语,82,外语国家概况,90,词汇学,86,外语戏剧表演,87,0,1,0,1,0,D,C,D,D,E,D,E,C,D,B,D,E,B,C,D,D,C,A,A,A,A,A,A,A,A,C,A,A,B,C,C,B,E,C,D,C,B,4,4,3,3,4,0.711390696,0.494092826,-1.501146199,-0.712992518
RESP_6987,女,2023级,物理与工程类（含物理、机械、电子、电气等）,较少使用（1-7小时）,解答课程疑难问题,中立,非常弱,很少会,提升非常大,材料科学基础,82,科技论文写作,90,分子生物学,86,环境与健康,87,1,1,1,0,1,D,D,D,D,C,E,D,E,C,D,D,D,E,C,C,A,C,D,D,A,B,A,B,E,D,D,D,E,D,C,D,D,C,C,E,D,C,2,3,1,2,5,0.714795621,0.524729371,-0.720888521,0.188644051
RESP_6988,男,2022级,经管与社科类（含经济、管理、法律、社会学等）,几乎不用（少于1小时）,生成创意、获取灵感和写作大纲,中立,非常弱,有时会,一般,会计学原理,82,国际贸易实务,90,民法总论,86,公共关系学,87,1,0,1,0,0,B,C,C,D,C,C,B,C,E,B,C,A,A,D,A,B,A,D,C,D,C,D,E,B,E,D,A,C,D,E,C,E,D,E,D,E,D,1,3,1,3,3,0.384501171,-1.261897385,0.536941972,1.011892101
RESP_6989,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,解答课程疑难问题,非常消极,非常弱,经常会,提升非常大,词汇学,80,外语歌曲赏析,88,语法理论,84,旅游外语,86,1,0,0,0,1,C,B,C,C,E,C,B,D,C,D,D,E,D,D,E,D,E,E,E,D,D,D,C,D,E,E,D,C,C,B,E,C,D,D,C,D,D,2,1,1,4,5,0.070976363,1.435026695,1.091872099,1.119838642
RESP_6990,男,2024级,人文与艺术类（含文学、历史、哲学、新闻等）,较少使用（1-7小时）,解答课程疑难问题,比较消极,一般,很少会,提升较大,计算机图形学,83,移动应用开发,91,计算机网络,87,云计算基础,88,1,1,1,1,0,C,D,A,D,B,C,B,D,E,B,D,E,D,C,A,B,A,A,D,A,B,B,E,C,A,C,C,C,C,B,C,A,C,C,D,A,C,2,2,3,2,4,0.154197589,-0.685725952,-0.449692479,-0.43010759
RESP_6991,男,2023级,外语类,频繁使用（16小时以上）,搜集和概括文献资料,比较积极,比较弱,很少会,一般,组织行为学,85,金融市场学,92,微观经济学,88,消费者行为学,90,1,0,1,1,1,B,E,C,E,D,C,E,C,E,D,A,B,A,C,C,C,B,E,D,D,B,C,E,E,D,A,B,B,C,A,A,B,A,A,B,C,A,4,4,2,2,3,0.489741541,-1.101832044,1.003591955,-0.839753776
RESP_6992,女,2021级及以前,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,搜集和概括文献资料,比较积极,一般,很少会,提升较大,数据库原理,82,自然语言处理,90,操作系统,89,人机交互设计,89,0,0,1,1,0,A,C,C,D,B,B,E,C,C,D,D,E,C,C,C,D,D,D,E,D,B,C,D,B,E,D,D,E,D,D,B,D,E,D,E,E,E,4,4,3,2,4,-0.119540647,0.257880047,0.848933723,0.923799688
RESP_6993,女,2023级,外语类,较少使用（1-7小时）,搜集和概括文献资料,非常积极,一般,经常会,一般,遗传学,89,环境法学,96,材料科学基础,92,纳米材料导论,92,0,1,1,1,0,E,C,E,E,C,C,D,E,D,B,D,D,B,E,C,C,B,E,D,C,E,E,D,A,D,B,B,A,B,A,A,A,A,A,A,A,B,2,5,3,4,3,0.560163391,0.049041286,0.653608951,-1.894644458
RESP_6994,女,2021级及以前,人文与艺术类（含文学、历史、哲学、新闻等）,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,非常消极,一般,经常会,没有提升,电磁场与电磁波,81,质量控制,89,工程数学,87,工程项目管理,88,1,1,1,1,0,B,B,B,C,B,C,D,A,D,A,D,B,B,D,B,B,B,C,C,B,D,C,B,D,B,A,B,A,B,B,A,A,B,A,C,B,A,2,1,3,4,1,-0.16993383,-0.167630579,0.130514536,-1.986940011
RESP_6995,女,2023级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常消极,一般,很少会,一般,中国哲学史,89,跨文化沟通,97,史学理论与方法,93,影视鉴赏,92,1,0,1,1,1,D,B,C,C,B,A,C,C,C,A,B,A,C,B,A,A,B,A,C,A,B,A,B,B,C,C,B,B,B,C,C,C,A,C,E,B,E,3,1,3,2,3,-0.507821069,-2.113747275,-1.149719176,0.28205215
RESP_6996,女,2023级,数学与统计类,中等使用（8-15小时）,编程辅助与代码调试,中立,一般,经常会,提升较小,组织行为学,86,金融市场学,89,管理学原理,86,投资学,86,1,0,1,1,1,A,A,A,B,A,A,B,E,B,B,B,E,B,A,B,C,C,D,C,C,C,D,D,C,D,B,A,C,A,B,A,C,D,B,B,C,C,3,3,3,4,2,-1.665500682,0.188272393,0.666427565,-0.226252797
RESP_6997,男,2023级,数学与统计类,中等使用（8-15小时）,编程辅助与代码调试,比较积极,非常强,有时会,提升较大,史学理论与方法,76,修辞学,84,传播学理论,81,跨文化沟通,83,1,0,0,1,0,B,E,D,E,C,B,D,C,E,D,B,D,D,C,B,B,B,C,B,A,B,D,C,B,B,C,C,C,C,E,D,D,B,D,C,D,C,3,4,5,3,4,0.572932676,0.603930068,-0.602809298,1.061187309
RESP_6998,女,2023级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,文本润色、翻译与内容总结,比较积极,比较强,很少会,提升非常大,分子生物学,83,实验室安全与管理,90,化工原理,87,科技论文写作,88,1,0,1,1,0,D,D,D,E,D,C,E,D,D,D,A,D,E,E,D,E,E,C,D,C,B,C,B,B,B,D,D,D,E,E,E,E,E,E,D,E,E,3,4,4,2,5,1.137510053,1.642204681,-0.258981486,1.777589891
RESP_6999,女,2023级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,一般,很少会,一般,文化研究导论,73,公共演讲,81,中国哲学史,78,艺术批评,81,0,1,0,1,1,D,D,D,E,E,E,C,E,D,C,C,B,B,B,C,B,D,B,E,E,D,D,C,D,E,E,C,C,C,E,D,D,D,E,C,D,C,3,4,3,2,3,0.553165802,0.107284569,0.795904617,0.907255186
RESP_7000,女,2023级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,一般,有时会,提升较小,流体力学,83,工业设计,91,工程热力学,87,3D打印技术,88,0,1,0,1,0,E,E,D,C,E,E,E,E,E,E,E,D,E,E,E,D,D,C,B,B,C,B,B,E,B,B,B,A,D,E,D,D,A,C,A,B,E,3,5,3,3,2,2.398123064,1.406618514,0.107963365,-0.293124815
RESP_7001,男,2022级,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,一般,很少会,一般,理论力学,82,机器人技术基础,89,电子技术,86,工程项目管理,87,0,1,0,1,1,B,C,D,E,D,C,B,C,C,E,D,D,D,D,D,D,D,C,B,B,C,B,B,E,C,C,B,C,C,D,B,E,C,B,C,D,C,4,4,3,2,3,0.542254953,1.153519366,-0.308797299,-0.365539508
RESP_7002,男,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,文本润色、翻译与内容总结,中立,一般,从不,一般,数值分析,81,金融数学,89,高等数学,85,贝叶斯统计,86,0,1,1,1,1,E,D,C,B,E,B,C,A,D,C,C,C,B,C,B,A,A,C,B,A,B,A,B,C,A,D,E,D,E,E,E,D,D,E,E,D,E,3,3,3,1,3,-0.240939147,-0.394117744,-0.998271474,1.400586896
RESP_7003,男,2022级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,解答课程疑难问题,中立,一般,很少会,提升较大,算法设计与分析,80,云计算基础,87,计算机组成原理,83,人工智能导论,85,0,0,1,0,1,B,C,C,C,C,A,E,A,C,E,E,D,E,B,D,D,D,B,D,B,B,A,A,E,B,A,B,C,B,C,A,C,A,C,C,B,B,3,3,3,2,4,-0.237256401,1.050059972,-1.007239211,-0.680558935
RESP_7004,男,2022级,数学与统计类,中等使用（8-15小时）,文本润色、翻译与内容总结,非常积极,比较强,经常会,提升较大,生物化学,79,科技论文写作,86,有机化学,83,生物信息学,84,1,0,1,1,1,E,E,D,D,E,E,D,D,E,E,E,E,C,D,E,E,E,A,B,B,A,B,B,A,D,C,C,D,D,E,C,C,A,D,E,D,C,3,5,4,4,4,1.554457117,2.697763374,-0.762565946,0.444616572
RESP_7005,女,2023级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,非常积极,比较弱,很少会,提升非常大,文体学,87,外语戏剧表演,94,语用学,90,外语歌曲赏析,91,1,1,0,0,1,C,D,D,C,E,D,D,D,E,C,B,B,B,D,D,D,B,A,B,C,A,A,D,A,B,E,E,D,E,E,E,D,C,D,D,E,E,4,5,2,2,5,0.835268583,-0.107742448,-1.274302059,1.953113816
RESP_7006,男,2024级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,搜集和概括文献资料,比较积极,比较强,从不,提升较大,电子技术,79,质量控制,86,理论力学,83,新能源技术,84,1,0,1,0,0,B,C,D,A,D,D,E,D,C,B,A,C,D,B,B,C,B,E,E,E,D,E,B,E,D,B,A,A,B,C,C,C,B,D,A,B,C,4,4,4,1,4,0.477622292,-0.627970266,2.15951021,-1.194612934
RESP_7007,女,2022级,外语类,几乎不用（少于1小时）,文本润色、翻译与内容总结,中立,比较弱,有时会,提升较小,材料力学,85,可持续工程,93,工程热力学,89,科技创新方法,91,0,1,0,1,1,A,B,C,C,E,D,D,B,C,D,C,A,A,B,A,B,B,C,A,B,B,C,C,C,D,B,A,A,B,B,C,B,A,C,D,C,C,1,3,2,3,2,0.043656567,-0.382286592,0.125677974,-0.229792106
RESP_7008,男,2022级,数学与统计类,较少使用（1-7小时）,搜集和概括文献资料,比较消极,非常强,经常会,提升较小,数值分析,83,图论及其应用,92,实变函数,89,运筹学,90,0,0,1,1,0,D,C,D,E,B,C,C,C,C,A,A,C,C,A,A,D,B,B,D,C,A,B,E,C,C,B,D,C,D,C,B,B,B,E,C,D,C,2,2,5,4,2,0.319360595,-0.822014379,-0.08148889,0.568666831
RESP_7009,男,2022级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,一般,有时会,提升非常大,词汇学,77,外语演讲与辩论,86,语言测试学,82,外语文学鉴赏,85,1,0,0,1,0,C,A,E,B,B,C,C,B,D,E,A,E,E,E,E,E,E,B,C,D,B,A,C,B,C,E,D,D,E,D,C,D,E,B,C,D,D,3,4,3,3,5,-0.184346728,1.407633754,-0.394696222,0.897027227
RESP_7010,女,2024级,数学与统计类,中等使用（8-15小时）,解答课程疑难问题,中立,一般,很少会,提升较大,世界历史概论,81,文化创意产业,88,美学原理,85,传播心理学,86,1,1,1,0,0,C,D,D,D,E,E,E,C,D,B,B,B,B,A,D,A,B,E,D,D,B,D,A,B,C,A,A,B,B,B,C,B,D,E,D,C,C,3,3,3,2,4,1.077514342,-1.401209283,0.21944797,-0.391375808
RESP_7011,女,2024级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,解答课程疑难问题,中立,一般,有时会,提升较大,计算机体系结构,87,移动应用开发,94,数据结构与算法,91,区块链技术,91,0,1,0,1,0,C,D,C,A,D,D,D,B,C,B,C,C,A,B,B,A,C,B,D,B,A,E,A,A,A,C,D,C,E,D,D,D,C,D,C,E,E,3,3,3,3,4,0.457156701,-0.673265959,-1.143705805,0.915286897
RESP_7012,男,2023级,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,一般,很少会,提升较大,分析化学,75,环境与健康,83,分子生物学,78,食品科学,80,1,0,1,1,0,D,D,E,D,D,C,C,D,E,E,C,D,D,D,C,D,E,A,B,B,B,D,D,A,D,D,E,E,E,E,D,E,E,E,C,E,E,4,4,3,2,4,0.995402689,0.193303817,-0.54200356,2.835913439
RESP_7013,男,2024级,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,编程辅助与代码调试,非常积极,一般,有时会,提升非常大,偏微分方程,84,优化方法,91,数理逻辑,88,统计软件应用,89,0,1,1,0,0,C,A,A,A,A,C,A,B,D,E,D,E,E,E,E,E,C,C,D,D,B,D,D,E,E,C,B,C,B,E,A,D,B,B,B,C,B,4,5,3,3,5,-1.679890756,0.729847617,0.651137337,-0.344841098
RESP_7014,男,2023级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,编程辅助与代码调试,中立,一般,有时会,提升非常大,外国文学史,81,外语歌曲赏析,89,外语教学法,85,旅游外语,86,1,0,1,1,1,A,A,B,B,B,E,B,C,A,C,E,E,C,E,C,A,B,C,E,D,E,E,D,C,E,C,C,C,E,C,E,E,D,E,E,E,C,3,3,3,3,5,-1.098592819,0.736506347,1.103220218,0.850780403
RESP_7015,女,2021级及以前,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,文本润色、翻译与内容总结,非常积极,比较强,经常会,提升较小,计算机网络,87,数字图像处理,94,计算机图形学,90,物联网导论,91,1,0,1,0,1,D,C,D,B,D,E,D,E,D,B,C,E,D,C,C,D,D,C,C,B,D,B,A,B,D,A,C,A,A,A,B,A,A,B,D,B,C,3,5,4,4,2,0.903365371,0.900278904,-0.75562706,-1.103745402
RESP_7016,女,2023级,外语类,中等使用（8-15小时）,解答课程疑难问题,比较积极,比较弱,总是会,一般,中国文学史,82,艺术批评,90,史学理论与方法,85,纪录片研究,88,0,1,1,1,1,C,B,D,C,D,E,D,C,C,C,C,A,D,E,E,A,B,C,C,C,A,B,B,C,A,B,C,C,B,B,B,D,C,B,D,B,B,3,4,2,5,3,0.043160425,0.060538624,-1.071705231,-0.394774065
RESP_7017,女,2022级,数学与统计类,频繁使用（16小时以上）,解答课程疑难问题,非常积极,一般,很少会,提升较小,细胞生物学,79,环境法学,87,分子生物学,83,生物信息学,84,1,0,1,1,0,D,C,B,C,C,A,C,B,E,B,B,C,C,B,C,D,C,C,D,E,C,B,B,E,B,E,D,E,A,E,E,C,E,E,E,E,D,4,5,3,2,2,0.422290655,-0.304524227,0.41947911,1.559254141
RESP_7018,女,2022级,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,解答课程疑难问题,比较积极,比较强,从不,一般,跨文化交际,87,外语影视配音,95,第二语言习得,92,外语文学鉴赏,92,1,0,0,1,1,D,C,A,C,D,C,C,C,D,A,B,E,B,E,C,B,C,A,D,D,E,D,D,C,C,D,D,D,C,C,C,E,D,C,B,D,C,4,4,4,1,3,-0.258820301,-0.79929789,0.501869958,-0.254843031
RESP_7019,男,2021级及以前,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,解答课程疑难问题,中立,一般,有时会,提升较小,算法设计与分析,82,Web开发技术,90,计算机体系结构,87,大数据技术,86,0,1,0,1,1,B,B,E,C,B,D,E,D,C,B,A,A,A,B,A,B,C,D,C,E,D,C,E,D,E,A,A,A,A,A,A,A,B,B,B,B,A,3,3,3,3,2,0.384917328,-1.799413463,1.702522942,-1.533469434
RESP_7020,女,2022级,数学与统计类,中等使用（8-15小时）,编程辅助与代码调试,比较积极,比较弱,有时会,提升较大,分子生物学,84,科技论文写作,92,材料科学基础,90,基因工程,91,0,0,1,1,0,C,C,C,A,B,D,D,A,D,E,D,E,C,D,D,C,D,B,D,D,A,B,B,C,E,B,D,C,C,B,C,C,B,C,B,C,D,3,4,2,3,4,-0.461699729,1.076455868,-0.405917604,-0.36868072
RESP_7021,男,2022级,物理与工程类（含物理、机械、电子、电气等）,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,比较消极,比较强,经常会,没有提升,泛函分析,88,时间序列分析,96,微分方程,91,金融数学,92,1,0,1,1,0,A,C,C,C,B,A,A,C,B,C,C,B,D,C,C,B,C,C,A,C,B,D,A,A,C,A,A,A,A,A,A,A,B,A,C,A,A,2,2,4,4,1,-0.083897795,-0.097363534,-0.436789738,-2.044061581
RESP_7022,女,2021级及以前,外语类,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,比较强,很少会,提升较大,世界历史概论,83,媒介素养,91,中国文学史,87,文化遗产保护,88,0,0,1,0,1,E,D,D,D,D,C,E,D,D,E,B,C,C,E,D,D,C,B,D,B,B,D,C,B,E,A,B,A,B,A,A,C,A,A,A,A,A,4,4,4,2,4,0.878854311,0.359503792,0.365755109,-1.5854192
RESP_7023,男,2024级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,解答课程疑难问题,非常积极,一般,有时会,提升非常大,计算机组成原理,74,云计算基础,82,计算机图形学,80,人工智能导论,81,1,1,0,1,1,E,D,E,D,D,D,D,C,E,A,E,E,E,E,E,A,A,A,C,A,D,C,C,B,B,E,D,B,E,E,E,A,E,E,D,C,E,4,5,3,3,5,1.066262435,0.894279639,-0.76460643,1.918036442
RESP_7024,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,文本润色、翻译与内容总结,比较积极,比较强,经常会,提升较大,微生物学,78,环境与健康,86,无机化学,81,药物分析,83,1,0,0,0,1,C,C,D,B,B,A,C,B,D,C,E,C,D,C,A,A,C,E,A,E,A,A,A,E,E,E,D,D,D,D,D,E,E,E,C,E,E,3,4,4,4,4,-0.820105364,0.340389876,-0.463204925,1.585192585
RESP_7025,女,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,较少使用（1-7小时）,文本润色、翻译与内容总结,比较消极,比较强,有时会,没有提升,数据库原理,73,数据可视化,82,计算机体系结构,79,信息安全概论,81,1,1,1,1,0,A,B,D,B,C,B,B,A,C,E,C,E,E,E,A,D,D,C,B,A,A,C,C,B,B,E,A,C,B,B,B,D,B,C,B,B,C,2,2,4,3,1,-1.080565161,1.534122006,-0.969745859,-0.981521307
RESP_7026,男,2023级,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,解答课程疑难问题,中立,比较弱,经常会,提升较大,统计学,76,投资学,84,宏观经济学,79,消费者行为学,81,1,0,1,1,0,B,C,C,C,D,D,B,D,B,D,C,C,B,B,D,C,B,D,E,E,D,D,E,D,E,B,C,A,A,C,A,D,C,B,C,D,C,3,3,2,4,4,-0.135890638,0.17613552,1.992031002,-0.649042673
RESP_7027,女,2023级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,编程辅助与代码调试,中立,比较强,很少会,一般,词汇学,87,影视翻译,92,文体学,88,外语媒体研究,88,0,1,0,1,1,B,D,B,C,E,D,C,B,C,D,C,D,D,D,D,E,C,D,C,C,B,C,B,B,A,C,B,C,B,D,A,D,D,D,C,D,D,3,3,4,2,3,-0.688762501,0.942962115,-0.25059742,0.856486868
RESP_7028,女,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,比较弱,经常会,提升非常大,流体力学,81,科技创新方法,89,信号与系统,84,3D打印技术,86,1,0,1,1,1,C,B,C,C,B,D,A,B,C,E,E,D,E,E,A,D,B,D,A,D,B,C,B,D,C,C,D,A,D,B,B,B,D,B,C,C,B,3,4,2,4,5,-0.701450179,1.204494601,-0.384123007,-0.072722957
RESP_7029,男,2022级,数学与统计类,几乎不用（少于1小时）,编程辅助与代码调试,中立,一般,有时会,一般,跨文化交际,77,外语写作技巧,86,语言测试学,83,同声传译基础,85,1,1,0,0,1,A,A,D,C,D,D,C,D,B,C,D,C,B,C,D,D,B,B,B,D,D,C,C,C,C,B,A,A,A,C,C,B,A,B,A,E,A,1,3,3,3,3,0.146133204,0.16060633,-0.141628729,-1.053331781
RESP_7030,男,2021级及以前,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,非常强,从不,提升较大,数值分析,76,数据科学导论,84,偏微分方程,80,数学史,81,1,1,1,0,0,D,D,A,E,E,D,D,D,E,D,B,E,A,B,B,B,A,A,D,D,E,D,D,C,E,E,E,E,E,D,E,B,E,E,E,E,C,4,4,5,1,4,1.769202502,-0.630420694,1.236797919,1.331463497
RESP_7031,男,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,解答课程疑难问题,比较积极,比较强,有时会,提升非常大,编译原理,87,Web开发技术,95,离散数学,91,信息安全概论,92,1,0,1,1,1,D,D,B,B,B,C,D,B,D,B,C,B,D,E,B,B,D,B,C,E,C,C,D,D,D,D,D,C,B,B,D,A,E,C,C,A,A,3,4,4,3,5,0.37872149,-0.128589147,-0.025442713,0.491174895
RESP_7032,女,2022级,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,一般,很少会,提升较大,外国文学史,77,外语国家概况,85,跨文化交际,82,外语写作技巧,84,1,1,0,1,1,C,C,D,B,C,B,B,B,B,C,C,A,D,D,E,C,B,D,C,D,C,B,B,A,B,C,E,D,C,D,E,D,D,E,E,B,E,3,4,3,2,4,-0.001821234,0.484168188,-0.54494728,1.967469086
RESP_7033,男,2022级,外语类,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,比较弱,很少会,提升较小,管理学原理,83,创新创业管理,91,微观经济学,88,社会心理学,88,1,1,0,0,1,E,D,E,C,C,E,E,E,E,C,E,E,E,D,D,D,D,A,C,A,A,A,C,B,A,B,C,C,B,E,B,B,B,B,B,A,B,4,4,2,2,2,1.404083918,1.901105021,-1.085729412,-0.998960942
RESP_7034,男,2022级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,一般,总是会,提升较大,环境工程原理,81,基因工程,89,分子生物学,86,实验室安全与管理,87,1,0,1,0,0,D,D,A,E,E,E,E,E,B,B,B,A,D,C,C,C,B,D,E,E,D,E,E,D,D,D,E,C,A,B,C,E,D,D,C,C,D,3,4,3,5,4,1.183314184,-0.031351242,1.197942771,0.781154858
RESP_7035,男,2023级,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,比较弱,有时会,提升较大,跨文化交际,91,外语影视配音,93,语用学,89,外语国家概况,90,1,1,0,1,1,A,D,B,A,B,A,A,E,B,B,A,A,B,A,A,A,A,B,C,D,C,B,D,C,C,E,C,E,C,C,E,C,C,E,E,D,D,3,4,2,3,4,-1.021369269,-1.946065121,0.336956963,1.110463746
